@relation IBM-HR-Employee-Attrition-weka.filters.supervised.instance.SMOTE-C0-K5-P120.0-S1-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C38-Llast-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C37-Llast-weka.filters.unsupervised.attribute.Remove-R37-38-weka.filters.unsupervised.instance.RemovePercentage-P20.0

@attribute Age numeric
@attribute Attrition {Yes,No}
@attribute BusinessTravel {Travel_Rarely,Travel_Frequently,Non-Travel}
@attribute DailyRate numeric
@attribute Department {Sales,'Research & Development','Human Resources'}
@attribute DistanceFromHome numeric
@attribute Education numeric
@attribute EducationField {'Life Sciences',Other,Medical,Marketing,'Technical Degree','Human Resources'}
@attribute EmployeeCount numeric
@attribute EmployeeNumber numeric
@attribute EnvironmentSatisfaction numeric
@attribute Gender {Female,Male}
@attribute HourlyRate numeric
@attribute JobInvolvement numeric
@attribute JobLevel numeric
@attribute JobRole {'Sales Executive','Research Scientist','Laboratory Technician','Manufacturing Director','Healthcare Representative',Manager,'Sales Representative','Research Director','Human Resources'}
@attribute JobSatisfaction numeric
@attribute MaritalStatus {Single,Married,Divorced}
@attribute MonthlyIncome numeric
@attribute MonthlyRate numeric
@attribute NumCompaniesWorked numeric
@attribute Over18 {Y}
@attribute OverTime {Yes,No}
@attribute PercentSalaryHike numeric
@attribute PerformanceRating numeric
@attribute RelationshipSatisfaction numeric
@attribute StandardHours numeric
@attribute StockOptionLevel numeric
@attribute TotalWorkingYears numeric
@attribute TrainingTimesLastYear numeric
@attribute WorkLifeBalance numeric
@attribute YearsAtCompany numeric
@attribute YearsInCurrentRole numeric
@attribute YearsSinceLastPromotion numeric
@attribute YearsWithCurrManager numeric
@attribute Class_Attrition {Yes,No}

@data
33,No,Non-Travel,775,'Research & Development',4,3,'Technical Degree',1,1771,4,Male,90,3,2,'Research Scientist',2,Divorced,3055,6194,5,Y,No,15,3,4,80,2,11,2,2,9,8,1,7,No
34,No,Non-Travel,1375,Sales,10,3,'Life Sciences',1,1774,4,Male,87,3,2,'Sales Executive',3,Divorced,4001,12313,1,Y,Yes,14,3,3,80,1,15,3,3,15,14,0,7,No
43,No,Travel_Rarely,244,'Human Resources',2,3,'Life Sciences',1,1778,2,Male,97,3,1,'Human Resources',4,Single,3539,5033,0,Y,No,13,3,2,80,0,10,5,3,9,7,1,8,No
34,No,Travel_Rarely,511,Sales,3,2,'Life Sciences',1,1779,4,Female,32,1,2,'Sales Executive',4,Single,6029,25353,5,Y,No,12,3,1,80,0,6,3,3,2,2,2,2,No
21,Yes,Travel_Rarely,337,Sales,7,1,Marketing,1,1780,2,Male,31,3,1,'Sales Representative',2,Single,2679,4567,1,Y,No,13,3,2,80,0,1,3,3,1,0,1,0,Yes
38,No,Travel_Rarely,1153,'Research & Development',6,2,Other,1,1782,4,Female,40,2,1,'Laboratory Technician',3,Married,3702,16376,1,Y,No,11,3,2,80,1,5,3,3,5,4,0,4,No
22,Yes,Travel_Rarely,1294,'Research & Development',8,1,Medical,1,1783,3,Female,79,3,1,'Laboratory Technician',1,Married,2398,15999,1,Y,Yes,17,3,3,80,0,1,6,3,1,0,0,0,Yes
31,No,Travel_Rarely,196,Sales,29,4,Marketing,1,1784,1,Female,91,2,2,'Sales Executive',4,Married,5468,13402,1,Y,No,14,3,1,80,2,13,3,3,12,7,5,7,No
51,No,Travel_Rarely,942,'Research & Development',3,3,'Technical Degree',1,1786,1,Female,53,3,3,Manager,3,Married,13116,22984,2,Y,No,11,3,4,80,0,15,2,3,2,2,2,2,No
37,No,Travel_Rarely,589,Sales,9,2,Marketing,1,1787,2,Male,46,2,2,'Sales Executive',2,Married,4189,8800,1,Y,No,14,3,1,80,2,5,2,3,5,2,0,3,No
46,No,Travel_Rarely,734,'Research & Development',2,4,Medical,1,1789,3,Male,46,3,5,'Research Director',4,Divorced,19328,14218,7,Y,Yes,17,3,3,80,1,24,3,3,2,1,2,2,No
36,No,Travel_Rarely,1383,'Research & Development',10,3,'Life Sciences',1,1790,4,Male,90,3,3,'Healthcare Representative',1,Married,8321,25949,7,Y,Yes,13,3,4,80,1,15,1,3,12,8,5,7,No
44,Yes,Travel_Frequently,429,'Research & Development',1,2,Medical,1,1792,3,Male,99,3,1,'Research Scientist',2,Divorced,2342,11092,1,Y,Yes,12,3,3,80,3,6,2,2,5,3,2,3,Yes
37,No,Travel_Rarely,1239,'Human Resources',8,2,Other,1,1794,3,Male,89,3,2,'Human Resources',2,Divorced,4071,12832,2,Y,No,13,3,3,80,0,19,4,2,10,0,4,7,No
35,Yes,Travel_Rarely,303,Sales,27,3,'Life Sciences',1,1797,3,Male,84,3,2,'Sales Executive',4,Single,5813,13492,1,Y,Yes,18,3,4,80,0,10,2,3,10,7,7,7,Yes
33,No,Travel_Rarely,867,'Research & Development',8,4,'Life Sciences',1,1798,4,Male,90,4,1,'Research Scientist',1,Married,3143,6076,6,Y,No,19,3,2,80,1,14,1,3,10,8,7,6,No
28,No,Travel_Rarely,1181,'Research & Development',1,3,'Life Sciences',1,1799,3,Male,82,3,1,'Research Scientist',4,Married,2044,5531,1,Y,No,11,3,3,80,1,5,6,4,5,3,0,3,No
46,No,Non-Travel,849,Sales,26,2,'Life Sciences',1,1801,2,Male,98,2,2,'Sales Executive',2,Single,7991,25166,8,Y,No,15,3,3,80,0,6,3,3,2,2,2,2,No
40,No,Travel_Rarely,616,'Research & Development',2,2,'Life Sciences',1,1802,3,Female,99,3,1,'Laboratory Technician',1,Married,3377,25605,4,Y,No,17,3,4,80,1,7,5,2,4,3,0,2,No
42,No,Travel_Rarely,1128,'Research & Development',13,3,Medical,1,1803,2,Male,95,4,2,'Healthcare Representative',1,Married,5538,5696,5,Y,No,18,3,3,80,2,10,2,2,0,0,0,0,No
35,No,Non-Travel,1180,'Research & Development',2,2,Medical,1,1804,2,Male,90,3,2,'Manufacturing Director',4,Divorced,5762,24442,2,Y,No,14,3,3,80,1,15,6,3,7,7,1,7,No
38,No,Non-Travel,1336,'Human Resources',2,3,'Human Resources',1,1805,1,Male,100,3,1,'Human Resources',2,Divorced,2592,7129,5,Y,No,13,3,4,80,3,13,3,3,11,10,3,8,No
34,Yes,Travel_Frequently,234,'Research & Development',9,4,'Life Sciences',1,1807,4,Male,93,3,2,'Laboratory Technician',1,Married,5346,6208,4,Y,No,17,3,3,80,1,11,3,2,7,1,0,7,Yes
37,Yes,Travel_Rarely,370,'Research & Development',10,4,Medical,1,1809,4,Male,58,3,2,'Manufacturing Director',1,Single,4213,4992,1,Y,No,15,3,2,80,0,10,4,1,10,3,0,8,Yes
39,No,Travel_Frequently,766,Sales,20,3,'Life Sciences',1,1812,3,Male,83,3,2,'Sales Executive',4,Divorced,4127,19188,2,Y,No,18,3,4,80,1,7,6,3,2,1,2,2,No
43,No,Non-Travel,343,'Research & Development',9,3,'Life Sciences',1,1813,1,Male,52,3,1,'Research Scientist',3,Single,2438,24978,4,Y,No,13,3,3,80,0,7,2,2,3,2,1,2,No
41,No,Travel_Rarely,447,'Research & Development',5,3,'Life Sciences',1,1814,2,Male,85,4,2,'Healthcare Representative',2,Single,6870,15530,3,Y,No,12,3,1,80,0,11,3,1,3,2,1,2,No
30,No,Travel_Rarely,1092,'Research & Development',10,3,Medical,1,1816,1,Female,64,3,3,'Manufacturing Director',3,Single,9667,2739,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2,No
26,Yes,Travel_Rarely,920,'Human Resources',20,2,Medical,1,1818,4,Female,69,3,1,'Human Resources',2,Married,2148,6889,0,Y,Yes,11,3,3,80,0,6,3,3,5,1,1,4,Yes
40,No,Travel_Rarely,1194,'Research & Development',1,3,'Life Sciences',1,1822,3,Female,52,3,2,'Healthcare Representative',4,Divorced,6513,9060,4,Y,No,17,3,4,80,1,12,3,3,5,3,0,3,No
35,No,Travel_Rarely,185,'Research & Development',23,4,Medical,1,1826,2,Male,91,1,1,'Laboratory Technician',3,Married,2705,9696,0,Y,No,16,3,2,80,1,6,2,4,5,4,0,3,No
40,No,Travel_Rarely,750,'Research & Development',12,3,'Life Sciences',1,1829,2,Female,47,3,2,'Healthcare Representative',1,Divorced,4448,10748,2,Y,No,12,3,2,80,1,15,3,3,7,4,7,7,No
54,No,Travel_Rarely,431,'Research & Development',7,4,Medical,1,1830,4,Female,68,3,2,'Research Scientist',4,Married,6854,15696,4,Y,No,15,3,2,80,1,14,2,2,7,1,1,7,No
31,No,Travel_Frequently,1125,Sales,7,4,Marketing,1,1833,1,Female,68,3,3,'Sales Executive',1,Married,9637,8277,2,Y,No,14,3,4,80,2,9,3,3,3,2,2,2,No
26,No,Travel_Rarely,572,Sales,10,3,Medical,1,1836,3,Male,46,3,2,'Sales Executive',4,Single,4684,9125,1,Y,No,13,3,1,80,0,5,4,3,5,3,1,2,No
58,No,Travel_Frequently,1216,'Research & Development',15,4,'Life Sciences',1,1837,1,Male,87,3,4,'Research Director',3,Married,15787,21624,2,Y,Yes,14,3,2,80,0,23,3,3,2,2,2,2,No
18,No,Non-Travel,1431,'Research & Development',14,3,Medical,1,1839,2,Female,33,3,1,'Research Scientist',3,Single,1514,8018,1,Y,No,16,3,3,80,0,0,4,1,0,0,0,0,No
31,Yes,Travel_Rarely,359,'Human Resources',18,5,'Human Resources',1,1842,4,Male,89,4,1,'Human Resources',1,Married,2956,21495,0,Y,No,17,3,3,80,0,2,4,3,1,0,0,0,Yes
29,Yes,Travel_Rarely,350,'Human Resources',13,3,'Human Resources',1,1844,1,Male,56,2,1,'Human Resources',1,Divorced,2335,3157,4,Y,Yes,15,3,4,80,3,4,3,3,2,2,2,0,Yes
27,No,Travel_Frequently,1297,'Research & Development',5,2,'Life Sciences',1,1850,4,Female,53,3,1,'Laboratory Technician',4,Single,2379,19826,0,Y,Yes,14,3,3,80,0,6,3,2,5,4,0,2,No
29,No,Travel_Frequently,574,'Research & Development',20,1,Medical,1,1852,4,Male,40,3,1,'Laboratory Technician',4,Married,3812,7003,1,Y,No,13,3,2,80,0,11,3,4,11,8,3,10,No
32,No,Travel_Frequently,1318,Sales,10,4,Marketing,1,1853,4,Male,79,3,2,'Sales Executive',4,Single,4648,26075,8,Y,No,13,3,3,80,0,4,2,4,0,0,0,0,No
47,No,Travel_Rarely,207,'Research & Development',9,4,'Life Sciences',1,1856,2,Female,64,3,1,'Laboratory Technician',3,Single,2105,5411,4,Y,No,12,3,3,80,0,7,2,3,2,2,2,0,No
46,No,Travel_Rarely,706,'Research & Development',2,2,'Life Sciences',1,1857,4,Male,82,3,3,'Manufacturing Director',4,Divorced,8578,19989,3,Y,No,14,3,3,80,1,12,4,2,9,8,4,7,No
28,No,Non-Travel,280,'Human Resources',1,2,'Life Sciences',1,1858,3,Male,43,3,1,'Human Resources',4,Divorced,2706,10494,1,Y,No,15,3,2,80,1,3,2,3,3,2,2,2,No
29,No,Travel_Rarely,726,'Research & Development',29,1,'Life Sciences',1,1859,4,Male,93,1,2,'Healthcare Representative',3,Divorced,6384,21143,8,Y,No,17,3,4,80,2,11,3,3,7,0,1,6,No
42,No,Travel_Rarely,1142,'Research & Development',8,3,'Life Sciences',1,1860,4,Male,81,3,1,'Laboratory Technician',3,Single,3968,13624,4,Y,No,13,3,4,80,0,8,3,3,0,0,0,0,No
32,Yes,Travel_Rarely,414,Sales,2,4,Marketing,1,1862,3,Male,82,2,2,'Sales Executive',2,Single,9907,26186,7,Y,Yes,12,3,3,80,0,7,3,2,2,2,2,2,Yes
46,No,Travel_Rarely,1319,Sales,3,3,'Technical Degree',1,1863,1,Female,45,4,4,'Sales Executive',1,Divorced,13225,7739,2,Y,No,12,3,4,80,1,25,5,3,19,17,2,8,No
29,No,Travel_Rarely,352,'Human Resources',6,1,Medical,1,1865,4,Male,87,2,1,'Human Resources',2,Married,2804,15434,1,Y,No,11,3,4,80,0,1,3,3,1,0,0,0,No
43,No,Travel_Rarely,823,'Research & Development',6,3,Medical,1,1866,1,Female,81,2,5,Manager,3,Married,19392,22539,7,Y,No,13,3,4,80,0,21,2,3,16,12,6,14,No
48,No,Travel_Rarely,1224,'Research & Development',10,3,'Life Sciences',1,1867,4,Male,91,2,5,'Research Director',2,Married,19665,13583,4,Y,No,12,3,4,80,0,29,3,3,22,10,12,9,No
27,No,Travel_Frequently,1131,'Research & Development',15,3,'Life Sciences',1,1870,4,Female,77,2,1,'Research Scientist',1,Married,4774,23844,0,Y,No,19,3,4,80,1,8,2,2,7,6,7,3,No
39,No,Travel_Rarely,835,'Research & Development',19,4,Other,1,1871,4,Male,41,3,2,'Research Scientist',4,Divorced,3902,5141,8,Y,No,14,3,2,80,3,7,2,3,2,2,2,2,No
28,No,Travel_Rarely,1172,Sales,3,3,Medical,1,1875,2,Female,78,3,1,'Sales Representative',2,Married,2856,3692,1,Y,No,19,3,4,80,1,1,3,3,1,0,0,0,No
30,Yes,Travel_Rarely,945,Sales,9,3,Medical,1,1876,2,Male,89,3,1,'Sales Representative',4,Single,1081,16019,1,Y,No,13,3,3,80,0,1,3,2,1,0,0,0,Yes
36,No,Travel_Rarely,1266,Sales,10,4,'Technical Degree',1,1880,2,Female,63,2,2,'Sales Executive',3,Married,5673,6060,1,Y,Yes,13,3,1,80,1,10,4,3,10,9,1,7,No
31,No,Travel_Rarely,311,'Research & Development',20,3,'Life Sciences',1,1881,2,Male,89,3,2,'Laboratory Technician',3,Divorced,4197,18624,1,Y,No,11,3,1,80,1,10,2,3,10,8,0,2,No
34,No,Travel_Rarely,1480,Sales,4,3,'Life Sciences',1,1882,3,Male,64,3,3,'Sales Executive',4,Married,9713,24444,2,Y,Yes,13,3,4,80,3,9,3,3,5,3,1,0,No
29,No,Travel_Rarely,592,'Research & Development',7,3,'Life Sciences',1,1883,4,Male,59,3,1,'Laboratory Technician',1,Single,2062,19384,3,Y,No,14,3,2,80,0,11,2,3,3,2,1,2,No
35,No,Travel_Rarely,219,'Research & Development',16,2,Other,1,1886,4,Female,44,2,2,'Manufacturing Director',2,Married,4788,25388,0,Y,Yes,11,3,4,80,0,4,2,3,3,2,0,2,No
45,No,Travel_Rarely,556,'Research & Development',25,2,'Life Sciences',1,1888,2,Female,93,2,2,'Manufacturing Director',4,Married,5906,23888,0,Y,No,13,3,4,80,2,10,2,2,9,8,3,8,No
40,No,Travel_Rarely,1137,'Research & Development',1,4,'Life Sciences',1,1892,1,Male,98,3,4,Manager,1,Divorced,16823,18991,2,Y,No,11,3,1,80,1,22,3,3,19,7,11,16,No
26,No,Travel_Rarely,482,'Research & Development',1,2,'Life Sciences',1,1893,2,Female,90,2,1,'Research Scientist',3,Married,2933,14908,1,Y,Yes,13,3,3,80,1,1,3,2,1,0,1,0,No
27,No,Travel_Rarely,511,Sales,2,2,Medical,1,1898,1,Female,89,4,2,'Sales Executive',3,Single,6500,26997,0,Y,No,14,3,2,80,0,9,5,2,8,7,0,7,No
48,No,Travel_Frequently,117,'Research & Development',22,3,Medical,1,1900,4,Female,58,3,4,Manager,4,Divorced,17174,2437,3,Y,No,11,3,2,80,1,24,3,3,22,17,4,7,No
44,No,Travel_Rarely,170,'Research & Development',1,4,'Life Sciences',1,1903,2,Male,78,4,2,'Healthcare Representative',1,Married,5033,9364,2,Y,No,15,3,4,80,1,10,5,3,2,0,2,2,No
56,Yes,Travel_Rarely,1162,'Research & Development',24,2,'Life Sciences',1,1907,1,Male,97,3,1,'Laboratory Technician',4,Single,2587,10261,1,Y,No,16,3,4,80,0,5,3,3,4,2,1,0,Yes
36,No,Travel_Rarely,335,Sales,17,2,Marketing,1,1908,3,Male,33,2,2,'Sales Executive',2,Married,5507,16822,2,Y,No,16,3,3,80,2,12,1,1,4,2,1,3,No
42,No,Travel_Rarely,1396,'Research & Development',6,3,Medical,1,1911,3,Male,83,3,3,'Research Director',1,Married,13348,14842,9,Y,No,13,3,2,80,1,18,3,4,13,7,5,7,No
31,No,Travel_Rarely,1079,Sales,10,2,Medical,1,1912,3,Female,86,3,2,'Sales Executive',4,Divorced,6583,20115,2,Y,Yes,11,3,4,80,1,8,2,3,5,2,1,4,No
34,No,Travel_Rarely,735,Sales,3,1,Medical,1,1915,4,Female,75,2,2,'Sales Executive',4,Married,8103,16495,3,Y,Yes,12,3,3,80,0,9,3,2,4,2,0,1,No
31,No,Travel_Rarely,471,'Research & Development',4,3,Medical,1,1916,1,Female,62,4,1,'Laboratory Technician',3,Divorced,3978,16031,8,Y,No,12,3,2,80,1,4,0,2,2,2,2,2,No
26,No,Travel_Frequently,1096,'Research & Development',6,3,Other,1,1918,3,Male,61,4,1,'Laboratory Technician',4,Married,2544,7102,0,Y,No,18,3,1,80,1,8,3,3,7,7,7,7,No
45,No,Travel_Frequently,1297,'Research & Development',1,4,Medical,1,1922,2,Male,44,3,2,'Healthcare Representative',3,Single,5399,14511,4,Y,No,12,3,3,80,0,12,3,3,4,2,0,3,No
33,No,Travel_Rarely,217,Sales,10,4,Marketing,1,1924,2,Male,43,3,2,'Sales Executive',3,Single,5487,10410,1,Y,No,14,3,2,80,0,10,2,2,10,4,0,9,No
28,No,Travel_Frequently,783,Sales,1,2,'Life Sciences',1,1927,3,Male,42,2,2,'Sales Executive',4,Married,6834,19255,1,Y,Yes,12,3,3,80,1,7,2,3,7,7,0,7,No
29,Yes,Travel_Frequently,746,Sales,24,3,'Technical Degree',1,1928,3,Male,45,4,1,'Sales Representative',1,Single,1091,10642,1,Y,No,17,3,4,80,0,1,3,3,1,0,0,0,Yes
39,No,Non-Travel,1251,Sales,21,4,'Life Sciences',1,1929,1,Female,32,1,2,'Sales Executive',3,Married,5736,3987,6,Y,No,19,3,3,80,1,10,1,3,3,2,1,2,No
27,No,Travel_Rarely,1354,'Research & Development',2,4,'Technical Degree',1,1931,2,Male,41,3,1,'Research Scientist',2,Married,2226,6073,1,Y,No,11,3,3,80,1,6,3,2,5,3,1,2,No
34,No,Travel_Frequently,735,'Research & Development',22,4,Other,1,1932,3,Male,86,2,2,'Research Scientist',4,Married,5747,26496,1,Y,Yes,15,3,2,80,0,16,3,3,15,10,6,11,No
28,Yes,Travel_Rarely,1475,Sales,13,2,Marketing,1,1933,4,Female,84,3,2,'Sales Executive',3,Single,9854,23352,3,Y,Yes,11,3,4,80,0,6,0,3,2,0,2,2,Yes
47,No,Non-Travel,1169,'Research & Development',14,4,'Technical Degree',1,1934,3,Male,64,3,2,'Research Scientist',2,Married,5467,2125,8,Y,No,18,3,3,80,1,16,4,4,8,7,1,7,No
56,No,Travel_Rarely,1443,Sales,11,5,Marketing,1,1935,4,Female,89,2,2,'Sales Executive',1,Married,5380,20328,4,Y,No,16,3,3,80,1,6,3,3,0,0,0,0,No
38,No,Travel_Frequently,1394,'Research & Development',8,3,Medical,1,1937,4,Female,58,2,2,'Research Scientist',2,Divorced,2133,18115,1,Y,Yes,16,3,3,80,1,20,3,3,20,11,0,7,No
58,No,Travel_Rarely,605,Sales,21,3,'Life Sciences',1,1938,4,Female,72,3,4,Manager,4,Married,17875,11761,4,Y,Yes,13,3,3,80,1,29,2,2,1,0,0,0,No
32,Yes,Travel_Frequently,238,'Research & Development',5,2,'Life Sciences',1,1939,1,Female,47,4,1,'Research Scientist',3,Single,2432,15318,3,Y,Yes,14,3,1,80,0,8,2,3,4,1,0,3,Yes
38,No,Travel_Rarely,1206,'Research & Development',9,2,'Life Sciences',1,1940,2,Male,71,3,1,'Research Scientist',4,Divorced,4771,14293,2,Y,No,19,3,4,80,2,10,0,4,5,2,0,3,No
49,No,Travel_Frequently,1064,'Research & Development',2,1,'Life Sciences',1,1941,2,Male,42,3,5,'Research Director',4,Married,19161,13738,3,Y,No,15,3,4,80,0,28,3,3,5,4,4,3,No
42,No,Travel_Rarely,419,Sales,12,4,Marketing,1,1943,2,Male,77,3,2,'Sales Executive',4,Divorced,5087,2900,3,Y,Yes,12,3,3,80,2,14,4,3,0,0,0,0,No
27,Yes,Travel_Frequently,1337,'Human Resources',22,3,'Human Resources',1,1944,1,Female,58,2,1,'Human Resources',2,Married,2863,19555,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0,Yes
35,No,Travel_Rarely,682,Sales,18,4,Medical,1,1945,2,Male,71,3,2,'Sales Executive',1,Married,5561,15975,0,Y,No,16,3,4,80,1,6,2,1,5,3,0,4,No
28,No,Non-Travel,1103,'Research & Development',16,3,Medical,1,1947,3,Male,49,3,1,'Research Scientist',3,Single,2144,2122,1,Y,No,14,3,3,80,0,5,3,2,5,3,1,4,No
31,No,Non-Travel,976,'Research & Development',3,2,Medical,1,1948,3,Male,48,3,1,'Research Scientist',1,Divorced,3065,3995,1,Y,Yes,13,3,4,80,1,4,3,4,4,2,2,3,No
34,No,Travel_Rarely,1239,Sales,13,4,Medical,1,1951,4,Male,39,3,3,'Sales Executive',3,Divorced,8628,22914,1,Y,No,18,3,3,80,1,9,2,2,8,7,1,1,No
26,No,Travel_Rarely,157,'Research & Development',1,3,Medical,1,1952,3,Male,95,3,1,'Laboratory Technician',1,Single,2867,20006,0,Y,No,13,3,4,80,0,8,6,2,7,7,7,6,No
29,No,Travel_Rarely,136,'Research & Development',1,3,'Life Sciences',1,1954,1,Male,89,3,2,'Healthcare Representative',1,Married,5373,6225,0,Y,No,12,3,1,80,1,6,5,2,5,3,0,2,No
32,No,Non-Travel,1146,'Research & Development',15,4,Medical,1,1955,3,Female,34,3,2,'Healthcare Representative',4,Divorced,6667,16542,5,Y,No,18,3,2,80,1,9,6,3,5,1,1,2,No
28,Yes,Travel_Rarely,1404,'Research & Development',17,3,'Technical Degree',1,1960,3,Male,32,2,1,'Laboratory Technician',4,Divorced,2367,18779,5,Y,No,12,3,1,80,1,6,2,2,4,1,0,3,Yes
38,No,Travel_Rarely,1404,Sales,1,3,'Life Sciences',1,1961,1,Male,59,2,1,'Sales Representative',1,Single,2858,11473,4,Y,No,14,3,1,80,0,20,3,2,1,0,0,0,No
35,No,Travel_Rarely,1224,Sales,7,4,'Life Sciences',1,1962,3,Female,55,3,2,'Sales Executive',4,Married,5204,13586,1,Y,Yes,11,3,4,80,0,10,2,3,10,8,0,9,No
27,No,Travel_Rarely,954,Sales,9,3,Marketing,1,1965,4,Male,44,3,2,'Sales Executive',4,Single,4105,5099,1,Y,No,14,3,1,80,0,7,5,3,7,7,0,7,No
31,Yes,Travel_Frequently,754,Sales,26,4,Marketing,1,1967,1,Male,63,3,2,'Sales Executive',4,Married,5617,21075,1,Y,Yes,11,3,3,80,0,10,4,3,10,7,0,8,Yes
53,Yes,Travel_Rarely,1168,Sales,24,4,'Life Sciences',1,1968,1,Male,66,3,3,'Sales Executive',1,Single,10448,5843,6,Y,Yes,13,3,2,80,0,15,2,2,2,2,2,2,Yes
54,No,Travel_Rarely,155,'Research & Development',9,2,'Life Sciences',1,1969,1,Female,67,3,2,'Research Scientist',3,Married,2897,22474,3,Y,No,11,3,3,80,2,9,6,2,4,3,2,3,No
43,No,Travel_Rarely,574,'Research & Development',11,3,'Life Sciences',1,1971,1,Male,30,3,3,'Healthcare Representative',3,Married,7510,16873,1,Y,No,17,3,2,80,1,10,1,3,10,9,0,9,No
38,No,Travel_Frequently,1444,'Human Resources',1,4,Other,1,1972,4,Male,88,3,1,'Human Resources',2,Married,2991,5224,0,Y,Yes,11,3,2,80,1,7,2,3,6,2,1,2,No
55,No,Travel_Rarely,189,'Human Resources',26,4,'Human Resources',1,1973,3,Male,71,4,5,Manager,2,Married,19636,25811,4,Y,Yes,18,3,1,80,1,35,0,3,10,9,1,4,No
31,No,Travel_Rarely,1276,'Research & Development',2,1,Medical,1,1974,4,Female,59,1,1,'Laboratory Technician',4,Divorced,1129,17536,1,Y,Yes,11,3,3,80,3,1,4,3,1,0,0,0,No
39,No,Travel_Rarely,119,Sales,15,4,Marketing,1,1975,2,Male,77,3,4,'Sales Executive',1,Single,13341,25098,0,Y,No,12,3,1,80,0,21,3,3,20,8,11,10,No
42,No,Non-Travel,335,'Research & Development',23,2,'Life Sciences',1,1976,4,Male,37,2,2,'Research Scientist',3,Single,4332,14811,1,Y,No,12,3,4,80,0,20,2,3,20,9,3,7,No
54,No,Travel_Rarely,157,'Research & Development',10,3,Medical,1,1980,3,Female,77,3,2,'Manufacturing Director',1,Single,4440,25198,6,Y,Yes,19,3,4,80,0,9,3,3,5,2,1,4,No
24,No,Travel_Rarely,771,'Research & Development',1,2,'Life Sciences',1,1981,2,Male,45,2,2,'Healthcare Representative',3,Single,4617,14120,1,Y,No,12,3,2,80,0,4,2,2,4,3,1,2,No
23,No,Travel_Rarely,571,'Research & Development',12,2,Other,1,1982,4,Male,78,3,1,'Laboratory Technician',4,Single,2647,13672,1,Y,No,13,3,3,80,0,5,6,4,5,2,1,4,No
40,No,Travel_Frequently,692,'Research & Development',11,3,'Technical Degree',1,1985,4,Female,73,3,2,'Laboratory Technician',3,Married,6323,26849,1,Y,No,11,3,1,80,1,10,2,4,10,9,9,4,No
40,No,Travel_Rarely,444,Sales,2,2,Marketing,1,1986,2,Female,92,3,2,'Sales Executive',2,Married,5677,4258,3,Y,No,14,3,3,80,1,15,4,3,11,8,5,10,No
25,No,Travel_Rarely,309,'Human Resources',2,3,'Human Resources',1,1987,3,Female,82,3,1,'Human Resources',2,Married,2187,19655,4,Y,No,14,3,3,80,0,6,3,3,2,0,1,2,No
30,No,Travel_Rarely,911,'Research & Development',1,2,Medical,1,1989,4,Male,76,3,1,'Laboratory Technician',2,Married,3748,4077,1,Y,No,13,3,3,80,0,12,6,2,12,8,1,7,No
25,No,Travel_Rarely,977,'Research & Development',2,1,Other,1,1992,4,Male,57,3,1,'Laboratory Technician',3,Divorced,3977,7298,6,Y,Yes,19,3,3,80,1,7,2,2,2,2,0,2,No
33,No,Non-Travel,1313,'Research & Development',1,2,Medical,1,1994,2,Male,59,2,1,'Laboratory Technician',3,Divorced,2008,20439,1,Y,No,12,3,3,80,3,1,2,2,1,1,0,0,No
38,No,Travel_Rarely,1321,Sales,1,4,'Life Sciences',1,1995,4,Male,86,3,2,'Sales Executive',2,Married,4440,7636,0,Y,No,15,3,1,80,2,16,3,3,15,13,5,8,No
31,No,Travel_Rarely,1154,Sales,2,2,'Life Sciences',1,1996,1,Male,54,3,1,'Sales Representative',3,Married,3067,6393,0,Y,No,19,3,3,80,1,3,1,3,2,2,1,2,No
38,No,Travel_Frequently,508,'Research & Development',6,4,'Life Sciences',1,1997,1,Male,72,2,2,'Manufacturing Director',3,Married,5321,14284,2,Y,No,11,3,4,80,1,10,1,3,8,3,7,7,No
42,No,Travel_Rarely,557,'Research & Development',18,4,'Life Sciences',1,1998,4,Male,35,3,2,'Research Scientist',1,Divorced,5410,11189,6,Y,Yes,17,3,3,80,1,9,3,2,4,3,1,2,No
47,No,Non-Travel,1162,'Research & Development',1,1,Medical,1,2000,3,Female,98,3,3,'Research Director',2,Married,11957,17231,0,Y,No,18,3,1,80,2,14,3,1,13,8,5,12,No
35,No,Travel_Rarely,1490,'Research & Development',11,4,Medical,1,2003,4,Male,43,3,1,'Laboratory Technician',3,Married,2660,20232,7,Y,Yes,11,3,3,80,1,5,3,3,2,2,2,2,No
22,No,Travel_Rarely,581,'Research & Development',1,2,'Life Sciences',1,2007,4,Male,63,3,1,'Research Scientist',3,Single,3375,17624,0,Y,No,12,3,4,80,0,4,2,4,3,2,1,2,No
35,No,Travel_Rarely,1395,'Research & Development',9,4,Medical,1,2008,2,Male,48,3,2,'Research Scientist',3,Single,5098,18698,1,Y,No,19,3,2,80,0,10,5,3,10,7,0,8,No
33,No,Travel_Rarely,501,'Research & Development',15,2,Medical,1,2009,2,Female,95,3,2,'Healthcare Representative',4,Married,4878,21653,0,Y,Yes,13,3,1,80,1,10,6,3,9,7,8,1,No
